0.0223814 0.0064442786636669
0.080573 0.0063362873229475
0.134288 0.0061516387746092
0.201432 0.0059221181040607
0.273053 0.0055819891864102
0.308863 0.0054193219733282
0.358102 0.0050650898758568
0.429722 0.0047741832260728
0.483438 0.0043504292487041
0.555058 0.0039810717055349
0.631155 0.0035071482838443
0.689346 0.0031689649167539
0.783348 0.0027799481593834
0.84154 0.0024697929719261
0.895255 0.0023083558126151
0.94897 0.002103467371921
0.998209 0.0019494327457279
1.06088 0.0017466336982691
1.12355 0.0016187296136131
1.16383 0.0014938669757138
1.21307 0.0014140302997552
1.28917 0.0012562687849548
1.36526 0.0011447630322301
1.42346 0.0010790151014599
1.51298 0.0009832422919064
1.60251 0.000880955818748
1.66517 0.0008061614345041
1.7547 0.0007471271100964
1.8308 0.0007012478772842
1.92032 0.0006363114304029
1.98747 0.0006023050628323
2.07252 0.000558198918641
2.16652 0.0005283671150651
2.23814 0.000500129611433
2.32319 0.0004694178857185
2.40376 0.0004462120398618
2.47538 0.0004170455449432
2.56043 0.0003930930929117
2.6231 0.000386505753607
2.69472 0.0003643073135675
2.74396 0.0003612419393404
2.81558 0.0003462976475102
2.94539 0.0003291782959193
3.04834 0.0003102723815931
3.40197 0.000269893646185
3.48702 0.0002620285561988
3.57654 0.0002522521417952
3.68397 0.000242840490225
3.81826 0.0002298623751432
3.88093 0.0002231638541128
4.01522 0.0002112373167463
4.14951 0.0002112373167463
4.27037 0.0001999481688625
4.52104 0.0001845249285651
4.41808 0.0001845249285651
4.6419 0.0001776402126562
4.78514 0.0001761455028075
4.86571 0.000170291378289
