
 5.789959e-002  9.789885e+003 -1.000000e+000
 6.429205e-002  9.700773e+003 -1.000000e+000
 7.068451e-002  1.078707e+004 -1.000000e+000
 7.707699e-002  9.495069e+003 -1.000000e+000
 8.346944e-002  9.728063e+003 -1.000000e+000
 8.986191e-002  1.014153e+004 -1.000000e+000
 9.625438e-002  1.034207e+004 -1.000000e+000
 1.026468e-001  1.069379e+004 -1.000000e+000
 1.090393e-001  9.748796e+003  1.115955e+003
 1.154318e-001  1.029289e+004 -1.000000e+000
 1.218242e-001  1.109002e+004 -1.000000e+000
 1.282167e-001  1.011273e+004 -1.000000e+000
 1.346091e-001  1.057209e+004 -1.000000e+000
 1.410016e-001  9.367602e+003 -1.000000e+000
 1.473940e-001  7.420327e+003 -1.000000e+000
 1.537865e-001  8.470704e+003 -1.000000e+000
 1.601790e-001  1.027311e+004 -1.000000e+000
 1.665714e-001  9.768717e+003 -1.000000e+000
 1.729639e-001  8.932519e+003 -1.000000e+000
 1.793563e-001  8.191983e+003 -1.000000e+000
 1.857488e-001  7.827068e+003 -1.000000e+000
 1.921412e-001  8.107323e+003 -1.000000e+000
 1.985337e-001  8.283149e+003 -1.000000e+000
 2.049261e-001  7.382320e+003 -1.000000e+000
 2.113186e-001  6.813265e+003  1.210463e+003
 2.177110e-001  8.028482e+003 -1.000000e+000
 2.241035e-001  8.490599e+003 -1.000000e+000
 2.304959e-001  7.341748e+003 -1.000000e+000
 2.368883e-001  6.403250e+003 -1.000000e+000
 2.432808e-001  6.475069e+003  1.012581e+003
 2.496732e-001  7.059666e+003 -1.000000e+000
 2.560656e-001  6.616060e+003 -1.000000e+000
 2.624581e-001  6.196849e+003 -1.000000e+000
 2.688505e-001  6.292729e+003 -1.000000e+000
 2.752429e-001  6.650992e+003  1.300934e+003
 2.816353e-001  6.229697e+003 -1.000000e+000
 2.880278e-001  7.297637e+003 -1.000000e+000
 2.944202e-001  6.954565e+003 -1.000000e+000
 3.008127e-001  5.348834e+003 -1.000000e+000
 3.072051e-001  6.264887e+003 -1.000000e+000
 3.135975e-001  5.604266e+003 -1.000000e+000
 3.199899e-001  5.570128e+003 -1.000000e+000
 3.263823e-001  5.720656e+003 -1.000000e+000
 3.327748e-001  5.317358e+003  1.204974e+003
 3.391671e-001  4.703046e+003 -1.000000e+000
 3.455596e-001  5.384235e+003 -1.000000e+000
 3.519520e-001  4.966858e+003  1.888597e+003
 3.583444e-001  4.041154e+003  1.381060e+003
 3.647368e-001  5.012219e+003  5.587398e+002
 3.711292e-001  4.147329e+003  8.781555e+002
 3.775216e-001  4.330814e+003 -1.000000e+000
 3.839140e-001  4.756347e+003 -1.000000e+000
 3.903064e-001  3.969755e+003  1.274523e+003
 3.966988e-001  3.835862e+003 -1.000000e+000
 4.030912e-001  3.670742e+003 -1.000000e+000
 4.094836e-001  5.048798e+003 -1.000000e+000
 4.158759e-001  4.412245e+003 -1.000000e+000
 4.222683e-001  3.995889e+003 -1.000000e+000
 4.286607e-001  3.780420e+003  9.527644e+002
 4.350531e-001  4.688983e+003 -1.000000e+000
 4.414454e-001  4.634067e+003  1.922536e+003
 4.478379e-001  4.393966e+003 -1.000000e+000
 4.542302e-001  4.031411e+003 -1.000000e+000
 4.606225e-001  3.945038e+003 -1.000000e+000
 4.670149e-001  4.029145e+003 -1.000000e+000
 4.734073e-001  3.565767e+003  1.243115e+003
 4.797996e-001  3.097760e+003 -1.000000e+000
 4.861920e-001  4.250248e+003 -1.000000e+000
 4.925843e-001  3.683393e+003 -1.000000e+000
 4.989767e-001  3.620892e+003 -1.000000e+000
 5.053691e-001  2.828189e+003  9.562027e+002
 5.117614e-001  2.731354e+003 -1.000000e+000
 5.181537e-001  3.133352e+003 -1.000000e+000
 5.245461e-001  3.672697e+003 -1.000000e+000
 5.309384e-001  2.958546e+003 -1.000000e+000
 5.373307e-001  2.477062e+003 -1.000000e+000
 5.437230e-001  3.075178e+003  9.201271e+002
 5.501154e-001  2.764886e+003  4.326671e+002
 5.565077e-001  2.568491e+003  4.672178e+002
 5.629000e-001  2.503990e+003 -1.000000e+000
 5.692923e-001  2.490598e+003 -1.000000e+000
 5.756847e-001  3.043860e+003 -1.000000e+000
 5.820770e-001  2.391627e+003 -1.000000e+000
 5.884692e-001  2.247686e+003 -1.000000e+000
 5.948615e-001  2.324937e+003 -1.000000e+000
 6.012539e-001  1.731170e+003 -1.000000e+000
 6.076461e-001  1.632932e+003 -1.000000e+000
 6.140384e-001  2.169461e+003 -1.000000e+000
 6.204306e-001  3.075185e+003 -1.000000e+000
 6.268230e-001  2.205606e+003 -1.000000e+000
 6.332152e-001  2.487725e+003 -1.000000e+000
 6.396075e-001  3.200847e+003  1.345165e+003
 6.459997e-001  2.634275e+003  5.815594e+002
 6.523920e-001  2.967749e+003 -1.000000e+000
 6.587843e-001  1.651123e+003 -1.000000e+000
 6.651766e-001  2.577247e+003 -1.000000e+000
 6.715688e-001  2.691509e+003 -1.000000e+000
 6.779611e-001  3.165401e+003 -1.000000e+000
 6.843533e-001  1.929643e+003 -1.000000e+000
 6.907455e-001  2.702790e+003 -1.000000e+000
 6.971378e-001  2.538312e+003 -1.000000e+000
 7.035301e-001  2.191039e+003  6.995843e+002
 7.099223e-001  1.611785e+003 -1.000000e+000
 7.163145e-001  1.843284e+003 -1.000000e+000
 7.227067e-001  1.359047e+003 -1.000000e+000
 7.290989e-001  1.419809e+003 -1.000000e+000
 7.354911e-001  2.192783e+003  1.215434e+003
 7.418833e-001  1.835798e+003 -1.000000e+000
 7.482756e-001  2.804257e+003 -1.000000e+000
 7.546677e-001  1.699112e+003 -1.000000e+000
 7.610598e-001  1.506974e+003 -1.000000e+000
 7.674521e-001  1.549130e+003  7.356434e+002
 7.738444e-001  1.255265e+003 -1.000000e+000
 7.802365e-001  1.624701e+003 -1.000000e+000
 7.866286e-001  1.193384e+003 -1.000000e+000
 7.930207e-001  1.810137e+003 -1.000000e+000
 7.994129e-001  1.558872e+003 -1.000000e+000
 8.058051e-001  1.958777e+003 -1.000000e+000
 8.121973e-001  1.427404e+003 -1.000000e+000
 8.185894e-001  1.600451e+003 -1.000000e+000
 8.249815e-001  1.727700e+003  9.065406e+002
 8.313736e-001  1.926307e+003 -1.000000e+000
 8.377658e-001  1.969573e+003 -1.000000e+000
 8.441579e-001  1.859955e+003 -1.000000e+000
 8.505501e-001  1.532316e+003 -1.000000e+000
 8.569421e-001  1.500062e+003  2.118552e+002
 8.633342e-001  1.050103e+003  2.635780e+002
